Nom|Prénoms|naissance|décès|Nation|Diocèse|Collège d'études|année de référence|Collège du premier poste|Fonction du premier poste|1ère année attestée du 1er poste|date ultime attestée du 1er poste|Collège du deuxième poste|Fonction du deuxième poste|1ère date attestée du deuxième poste|date ultime attestée du deuxième poste|Collège du troisème poste|Fonction du troisième poste|1ère date attestée du troisième poste|Date ultime attestée du troisième poste|Autres informations|Premier grade connu|Second grade connu|Ordre sacré|Bénéfices|Engagement janséniste|Serment civique|Fonctions universitaires|Publications|Référence de la source 1|Référence de la source 2|Référence de la source 3|Autres références de source
Puyferré de La Villeneuve (de)|Pierre François|1746||France|Léon ||1769||agrégé|1769|1769|||||||||Agrégé de philosophie en 1769.|bachelier en théologie||acolyte||||||M3317|||
Quatresols de La Motte|Antoine|1733||France|Reims||1756|Narbonne|professeur de philosophie|1756|1756|||||||||||docteur en théologie |sous-diacre||||||M3316|U25 ||
Quervelle|Jean|||Picardie|||1740|Cardinal Lemoine|professeur de grammaire|1740|1740|Plessis|professeur de rhétorique|||||||Il est entre 1766 et 1780 professeur émérite retiré. Le second poste est obtenu après 1740.||||||||Serenissimo principi Armando de Rohan Ventadour...|MSJF 414|||
Quevremont (ou Quèvremont)|Jean Baptiste|||Normandie|Rouen|Plessis 1e 1759, 1vet 1760|1768|Lisieux|professeur de grammaire|1768|1773|Lisieux|professeur de seconde|1777|1788||professeur émérite|1788|1790|Lauréat du concours général, agrégé de lettres en 1768. |||||||||H/3/*/2597|H/3/2754/A-B|MSJF419|MSJF 414; carton 26
Quidy|Denis René|1753||France|Paris (Ville)|Mazarin 5e 1765|1777||agrégé|||||||||||Lauréat du concours général, agrégé en 1777.|||diacre 1777||||||MSJF 469|M3317|M3318|
Quintaine|Nicolas||1665|Normandie|Coutances?||1622|Harcourt|professeur d'humanités|||Harcourt|professeur de philosophie|||||||Greffier de L'université depuis 1622, prêtre du collège de Coutances, fondateur d'une bourse à Harcourt au capital de 4500 livres, il a enseigné 18 ans en tout. Le second poste est obtenu avant 1622. |||prêtre|curé de Saint Pierre de Chaillot|||||Jourdain p.218|M 3313||
Quioy|Denis René||||||1786|Grassins|professeur de 6e|1786|1791|||||||||||licencié en théologie|diacre||||||H/3/2563 (6)|||
Quitteboeuf (de)|Olivier|||Normandie|Évreux||1568|Harcourt|principal|1568|1581|||||||||||||chanoine d'Evreux|||||Bouquet|||
Rabaudi  (ou Rabaudy)|François|||France|Toulouse (Ville)||1739|Ste Barbe|professeur|1739|1739|||||||||||docteur en théologie|||||||M3315|U25||
Rabeuf|Pierre||||||1705|Presles|principal|1705|1712|||||||||Il n'est pas le principal de l'exercice. Ses héritiers sont son frère Nicolas Rabeuf, conseiller du roi gardemarteau en la maîtrise des eaux et forêts, un autre frère, Ambroise Rabeuf, curé de Troicy au diocèse de Soissons et prieur d'Espagnac, Jean Rabeuf son neveu, bourgeois de Paris, une sœur mariée (née Félicienne Rabeuf), un dernier neveu, François Rabeuf, mineur absent au service du roi. Décédé en 1712 ou 1713.|||||||||H/3/2874/4|||
Raddon|Jacques|||France|Le Mans||1670|Le Mans|principal|1670|1670||||||||||||prêtre||||||M3313|||
Rahier|Jean|||France|Paris (Ville)||1720|Lisieux|professeur de 5e|1720|1720|Lisieux|professeur d'humanités|1734|1737||||||licencié en droit||prêtre 1720|||||Discours sur la profession de Madame Louise; Regi ob restitutam valetudinem gratulatio|U254|M3314|M3320|M3315
Rastignac  (de)|Louis  Jacques|||France|Périgueux||1710||régent|1710|1710|||||||||||docteur en théologie en 1717|clerc|archevêque de Tours|||||M3314|U253|U 254 |
Raurier  (de)|Pierre|||France|||1727||||||||||||||licencié en théologie||prêtre||||||M3315|||
Rave|Louis  Marie|||France|Orléans (Ville)||1716||||||||||||||bachelier en théologie||diacre||||||M3314|||
Recoquillé|Claude|1727||France|Limoges (Ville)||1751||||||||||||||bachelier en théologie||diacre 1751 prêtre 1755||||recteur 1776-1779, 1780-1781||M3316|U25||
Reda|||||||1673|Le Mans|principal|1672|1672||||||||||||||||||M3313|||
Redon (ou Rhedon)|Pierre|1737||France|Sarlat||1771|La Marche|professeur de philosophie (logique)|1771|1793|||||||||Agrégé en 1769, il commence à enseigner en 1771. Décédé après 1813.|bachelier en théologie|licencié en théologie|prêtre en 1777|||oui|||M3318|m3317|AN2563 (6)|MSJF419; H/3/2754/A-B; U25, carton 26 
Regnard|Germain|1643||France|Auxerre||1673|Navarre|professeur de philosophie|1673|1673||||||||||bachelier en théologie|licencié en théologie|||||||M3313|||
Regnard|Louis François|1737||France|Paris||1760|Laon|professeur de philosophie|1760|1760|Montaigu|principal|1766|1775|||||Socius de la Sorbonne en 1764. Décédé après 1797.|bachelier en théologie|docteur en théologie|diacre|||réfractaire|||M3316|M3317|MSJF 414|U25; carton 26 
Regnaud|Claude|||France|Nevers||1704|Navarre|professeur de 3e|1704|1712|Lisieux|professeur|1715|1719|||||||||||||aucune|U253|M3314|M3320|
Regnaud|Étienne Claude|||France|Paris (Ville)||1735||||||||||||||licencié en théologie|licencié en droit|||classé janséniste||||M3315|||
Regnaud|Jean Charles|||France|Paris (Ville)||1736||||||||||||||bachelier en théologie|docteur en théologie||Un Regnauld est chanoine et archidiacre de Paris, juge à l'officialité.|||||M3315|U25 ||
Regnault|Richard|||Normandie|Bayeux|Harcourt|1710|Harcourt|vice principal|1710|1712||||||||||bachelier en théologie||||||procureur 1716||REG 10|||
Regnouard (ou Renouart)|Noël|||Normandie|Coutances||1652|Montaigu|professeur de 6e|1652|1658|||||||||||||||||Conclusiones philosophicae |REG 10|Reg 27||
Renant|Claude|||France|Nevers||1704|Navarre|professeur de 3e|1704|1704||||||||||||||||procureur 1697-1698|aucune|M3314|||
Retel|Louis|||Picardie|Amiens|Mazarin 3e 1759, 1e 1761|1766|Mazarin|sous maître|1766|1785|||||||||Lauréat du concours général.||licencié en théologie|||||||H/3/2835|||
Rey  (de)|André||||||1710|Plessis|professeur d'humanités|1710|1711|||||||||||||||||aucune|M3314|||
Reydelet (ou Reydellet)|Jean François|1741||France|Genève||1781|Harcourt|professeur de philosophie|1781|1788|||||||||Agrégé de philosophie en 1769, sans poste jusqu'en 1777 au moins, il réside alors chez le marquis du Sausay ,rue Richelieu. Procureur  de sa nation en 1773.|bachelier en théologie||prêtre 1777||||procureur nation 1771||M3318|M3317|H/3/2754/A-B|MSJF 469 ; U25
Reynaud|Joseph|||France|Embrun||1705||||||||||||||||prêtre 1705||||||M3314|||
Ribaillier (ou Riballier)|Ambroise|1712||France|Paris (Ville)||1733|Hubant|professeur de philosophie|1733|1733|Mazarin|procureur|1751|1765|Mazarin|principal et grand maître|1766|1785|Syndic faculté de théologie, censeur royal de 1766 à 1778 (attaqué à ce titre par Voltaire), membre de la commission de réforme des religieux. Adversaire des philosophes. Il a résidé à la Sorbonne puis au collège de Mazarin. Décédé en 1785 ou 1786.||docteur en théologie|clerc/ abbé en 1778|vice promoteur de l'officialité de Paris en 1750-1760|||Syndic Faculté en 1765|Essai historique sur les privilèges et les exemptions des réguliers, 1769 ; Lettre à l'auteur du cas de conscience sur la réforme des réguliers, 1768 ; Lettre d'un docteur à un de ses amis au sujet de Bélisaire, 1768. |M3315|Dictionnaire des lettres françaises 18e|H/3/2833 et sq.|La France littéraire 1778; arno : procuration du collège de Mazarin et bail de location d'un appartement, donation et transport de rente ès qualités, quittance à un domestique (privé), procuration d'un chanoine de Bourges en 1761.
Richard|François|||France|Paris (Ville)||1735|Cornouaille|professeur de philosophie|1735|1735||||||||||trois ans de théologie en 1735|||Un François Richard est curé de Montrouge en 1768-1780|||censeur 1694||M3315|||
Riche|Jacques Étienne|1750||Picardie|||1775||agrégé sans poste|1775|1777||professeur de grammaire|1786|1790|||||Agrégé de grammaire en 1775.|||||||||H/3/2754/A-B|MSJF 469||
Richer|Edmond|1560|1631|France|Langres |Cardinal Lemoine|1598||professeur d'humanités et de rhétorique||||professeur de philosophie|||Cardinal Lemoine|principal et grand maître|1598|1631|"D'une famille pauvre, il est serviteur dans un collège parisien, étudie en même temps et devient maître ès arts. Il enseigne les humanités deux ans, la rhétorique un an, la philosophie et devient docteur en théologie en août 1589. Ancien ligueur qui approuve en 1591 J. Clément. Son principalat est marqué par une remise en ordre du collège et l'opposition des boursiers à cette politique. Titulaire d'un canonicat disputé à Paris. Très connu pour être le père du "" richérisme "", qui remet en cause l'autorité hiérarchique à l'intérieur de l'Église et promeut le gallicanisme. Il conteste en 1611 l'autorité papale et défend la supériorité du concile. Il est condamné en 1612, enfermé un temps, mais libéré par la Sorbonne et le Parlement. Une rétractation partielle et forcée (selon la légende) est organisée par le P. Joseph et un notaire apostolique en 1620. Très hostile aux jésuites aussi. C'est ensuite un des inspirateurs du jansénisme universitaire. Une Vie de Richer est publiée aux Pays Bas en 1715 et une Histoire du syndicat de Richer en 1753. "||||Canonicat disputé à Paris|||censeur 1600, syndic 1608-1612 (déposé)|De Figurarum arte et causis eloquentiae, 1605 ; d'une apologie de Gerson, (Vita J. Gersonii), 1606 ; Grammatica Obstetrica, 1607 ; De Ecclesiastica et politica potestate, 1611 ; Vindicae doctrinae majorum, de auctoritate Ecclesiae..., 1683 ; De potestate Ecclesiae in rebus temporalibus, 1692 ; Historia conciliarum generalium, Cologne, 1683. |Compère|Jourdain|Moyne, Niceron|
Richer|Jean|1728||France|Chartres||1750||||||||||||||bachelier en théologie|licencié en théologie ||chapellenie|||||M3316|||
Richet (ou Richer)|Nicolas Henri|||France|Sens||1719|Montaigu|professeur de 3e|1719|1719|Montaigu|professeur|1722|1737||||||||acolyte|canonicat cathédrale d’Auxerre 51||||aucune|M3314|U253|U254|M3320; arno : dépôt d'une délibération sur Unigenitus en 1751.
Richon|Joseph Pierre|||France|Châlons/ Marne||1739||||||||||||||bachelier en théologie||||||||M3315|||
Riottot|Charles|||France|Paris (Ville)||1720||||||||||||||bachelier en théologie||acolyte||||||M3314|M3320||
Riou|Denis|||France|Quimper||1733|Ste Barbe|professeur de philosophie|1733|1733||||||||||||prêtre||||||M3315|||
Riquier|Jean François|1754||Picardie|Amiens|Louis le grand 1768 6e, 1773 1e||Louis-Le-Grand|professeur de rhétorique|1782|1782|||||||||Lauréat du concours général, agrégé de lettres.||||||||ode Ad Reginam... |H/3/2754/A-B|||
Rivard|François Dominique|||Allemagne|Toul||1739|Beauvais|professeur de philosophie|1739|1739|||||||||"Il se retire de l'enseignement avant 1757. En 1767 il est professeur émérite de Beauvais, "" vieux et infirme "" et proposé comme juge à l'agrégation de philosophie. "|||||classé janséniste|||Éléments de mathématiques, Traité de la sphère, Traité de Gnomonique, Recueil de mémoires touchant l'éducation de la jeunesse, surtout par rapport aux études, 1763.|MSJF 414|Bibl. Ars 10394|La France littéraire 1757, 1769, 1778|
Rivaud|||||||1653|Bayeux|principal|1653|1653|||||||||Sa gestion du collège est critiquée par ses boursiers.|||||||||Jourdain|||
Rivette|Adrien|||Normandie|Rouen||1719|Beauvais|professeur de grammaire|1719|1730|||||||||Il a cessé d'enseigner avant 1739.|||||classé janséniste||||AN 1739|H/3/*/2597|U37|
Riviere|Louis Jean François|||France|Paris (Ville)||1738|Reims|professeur de philosophie|1738|1738|||||||||||docteur en théologie |acolyte|Un Riviere est chanoine de Notre-Dame en 1750-1780 et intendant des censives|Louis Badon de la Rivière est questeur et ancien appelant en 1739||||M3315|U25||
Rivoal|Thomas|||France|Quimper||1703||||||||||||||||prêtre 1703||||||M3314|||
Robbe|Jacques||1742|Picardie|Amiens|Harcourt |1703|Mazarin|professeur de philosophie|1703|1714|Sorbonne|professeur de théologie|1715|1715|Mazarin|principal et grand maître|1724|1741||licencié en théologie|docteur en théologie|||||procureur 1719 recteur 1710-1711|De mysterio verbi incarnati, 1762; De gratia Dei, 1780-1781|M3314|H/3/2832|H/3/2831|H/3/2828, Hoeffer, Compère
Robert|Antoine|||France|Chartres||1740|Boissy|professeur de philosophie|1740|1740||||||||||||sous-diacre|Cure de st Jacques de l’Hôpital en 1784-1791||réfractaire|||M3315|Dainville-Barbiche|Almanach royal|
Robert|Étienne|||France|Chartres||1732|||||||||||||Il adresse en 1756 une demande de bénéfice au chapitre cathédral de Blois.|bachelier en droit|docteur en théologie|diacre|Cure de st Jean Le Rond en 1736-1748, curé et archiprêtre de La Madeleine en 1748|||||M3315|U254||
Robert|Jacques|1728||France|La Rochelle||1750|Bayeux|professeur de philosophie|1750|1750||||||||||||||||||M3314|||
Robert|Jacques||||||1706|Beauvais|professeur de philosophie|1706|1707||||||||||||sous-diacre 1750 prêtre 1752||||censeur 1673 procureur 1677 SYNDIC 1688||M3316|||
Robert|Joseph|||France|Clermont- Ferrand||1709||||||||||||||||||||||M3314|||
Roberval (de)|Gilles |1602|1675||||1631|Maître Gervais|professeur de philosophie|1631|1631|Collège Royal|professeur de mathématiques|1634|1675|||||Mathématicien célèbre.|||||||||Archives biographiques françaises.|||
Robin|Bernard||1729|France|Le Mans||1701|Le Mans|principal|1701|1729||||||||||bachelier en théologie||||||Censeur 1771||U253|M3314||
Robin|François|||France|Paris (Ville)||1739||||||||||||||bachelier en théologie||sous-diacre||||||M3315|||
Robin|Pierre||||||1671|Cardinal-Lemoine|professeur d'humanités|1671|1671|Cardinal-Lemoine|professeur de 5e|1673|1673|||||Il est conflit avec le principal du Cardinal-Lemoine qui l'aurait renvoyé alors qu'il achève sa septième année d'enseignement et avance que le septennium est le seul avantage de l'enseignement dans un collège.|||||||||M3313|Reg 31, fol 37||
Robine de Calleville||||Normandie|||1694||||||||||||||bachelier en théologie||||||||REG 10|||
Robinet|Pierre Simon|||France|Paris (Ville)||1719|Bayeux|professeur de philosophie|1719|1719||||||||||||clerc||||||M3314|||
Robinet||||Allemagne|||1786||agrégé sans poste|1786|1786||||||||||||||||||H/3/2754/A-B|||
Robinot|Jean  Gabriel|||France|Paris (Ville)||1710||||||||||||||bachelier en théologie||acolyte||||||M3314|||
Robuste|François  Joseph|||France|Angoulême||1704|Bayeux|professeur de philosophie|1704|1704|||||||||||docteur en théologie|clerc 1704|prieuré dans le diocèse d'Angoulême en 1717|||||M3314|M3320|REG 82|U253
Roche (de La)|Pierre François|||France|Paris (Ville)||1731|St Michel|professeur de philosophie|1731|1731|||||||||||docteur en théologie|diacre||||||M3315|U254||
Roffet|Jean Louis|||France|Vicariat De Pontoise||1739|Narbonne|régent|1739|1739|||||||||||docteur en théologie|acolyte||||||M3315|U25 ||
Rogelin|Nicolas|||France|Sens||1728|Navarre|professeur de 3e|1728|1728|Navarre|professeur|1737|1739||professeur|1751|1751|||licencié en théologie|||classé janséniste|||aucune|M3315|U254|arno : transport de rente en 1751.|
Rognon|Pierre|||France|Paris||1710||régent|1710|1710||||||||||||clerc||||procureur 1709||M3314|M3320||
Rohier|Jacques|||France|Langres||1695||||||||||||||bachelier en théologie||||||||M3314|||
Rojou (Roiou)|François|||France|Le Mans||1745||||||||||||||bachelier en théologie|licencié en théologie |clerc||||||M3316|||
Roland|Jean Baptiste Guillaume|||France|Paris (Ville)||1739||||||||||||||bachelier en droit||clerc||||||M3315|||
Roland||||Normandie|||1627||professeur d'humanités|1627|1627||||||||||||||||||Jourdain|||
Rolland|Adrien- Nicolas|||Normandie|||1740|Beauvais|professeur de philosophie en 2e année|1740|1764|Louis-Le-Grand|professeur de philosophie|1764|1770||||||||prêtre||||||916363|H/3/2597|Dupont-Ferrier|MSJF 414; arno : constitution de tontine, par Lehot, curé de Rouen en 1761, constitution de rente viagère en 1751
Rollans de Reauville (des)|Claude  Joseph|||France|Aix En Provence||1718|Laon|professeur de philosophie|1718|1718||||||||||bachelier en théologie||||||||M3314|||
Rollin|Charles|1661|1741|France|Paris (Ville)|Plessis (sous Hersan)|1683|Plessis|professeur de seconde puis de rhétorique|1683|1687|Collège Royal|professeur de rhétorique adjoint puis titulaire|1688|1736|Beauvais|Coadjuteur du principal, il fait fonction|1699|1712|Fils de coutelier, il devient boursier du collège des Dix-huit et suit les cours du collège du Plessis (Gobinet et Hersan sont ses professeurs). Protégé par la famille Le Pelletier dont un fils est son condisciple. Il aurait hésité à embrasser la carrière ecclésiastique (il a suivi trois ans de théologie), mais devient finalement professeur. Figure majeure de l'université et du monde de l'éducation au XVIIIe siècle. Il est élu deux fois recteur et domine ses collègues par sa notoriété, tirée de ses talents de latiniste et de ses ouvrages largement diffusés qui fournissent une synthèse de l'éducation et des connaissances humanistes de son temps. Membre de l'académie des Inscriptions et des Belles-lettres, correspondant du futur Frédéric II, bien introduit auprès du chancelier d'Aguesseau, il a cependant des opposants dans l'université (Gibert, Bellenger). Simple clerc tonsuré, sa vie est aussi marquée par son engagement janséniste qui provoque sa démission du collège en 1712 et de nombreux démêlés avec la police et les autorités archiépiscopales dans les années 1730. |||clerc toute sa vie (Crevier)||janséniste||Recteur 1694-1695 ET 1720 Doyen procureur|Ses ouvrages historiques et pédagogiques (Histoire ancienne des Égyptiens, des Carthaginois…, 1731-1738 ; Histoire romaine, 1738 ; Maximes tirées de l'Écriture Sainte pour l'instruction de la jeunesse, 1697 ; Praeceptiones rhetoricae, 1717 ; Traité des études, 1726-1728 ; opuscules, odes et traductions divers) ont connu de très nombreuses éditions, y compris au cours du XIXe siècle. |U253|U254|M3314|Jourdain, Dictionnaire des lettres françaises, H. Ferté, Rollin, sa vie, ses œuvres et l'université de son temps, Paris, 1902, ABF.
